PRED_ID,EXPERT_ID,STATEMENT_DATE,EPISODE,VIDEO_TITLE,TARGET_REGION,TARGET_HORIZON,PREDICTED_STANCE,NUMERIC_STANCE,TARGET_ASSET_TYPE,KEY_WORDING,CORE_LOGIC,STATEMENT_YM,INDEX_AT_STATEMENT,INDEX_AFTER_12M,RETURN_12M_PCT,ACCURACY_HIT_12M,SCORE
PR_EXP_02_11,EXP_02,2024-05-10,Phase 5 (2024~2025),[이상우 대표] 2024년 Phase 5 (2024~2025) 부동산 전망: 대세 상승 / 신고가 행진!,서울 핵심지 (강남/마용성),1년 (12M),대세 상승 / 신고가 행진,1.9,아파트 매매/전세,"현재 시장은 소득 증가율 상회하는 서울 아파트 가격, 규제로 인한 공급 부족이 폭등 초래 관점에서 분석해야 합니다. 대세 상승 / 신고가 행진 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","소득 분위별 구매력, 고소득 일자리 증가, 서울 순공급 감소 계량화에 기반한 대세 상승 / 신고가 행진 예측",202405,80.8891670862245,91.3467705450292,12.93,1.0,95.1
PR_EXP_02_12,EXP_02,2025-09-15,Phase 6 (2025~2026),[이상우 대표] 2025년 Phase 6 (2025~2026) 부동산 전망: 대세 상승 / 신고가 행진!,서울 핵심지 (강남/마용성),1년 (12M),대세 상승 / 신고가 행진,1.9,아파트 매매/전세,"현재 시장은 소득 증가율 상회하는 서울 아파트 가격, 규제로 인한 공급 부족이 폭등 초래 관점에서 분석해야 합니다. 대세 상승 / 신고가 행진 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","소득 분위별 구매력, 고소득 일자리 증가, 서울 순공급 감소 계량화에 기반한 대세 상승 / 신고가 행진 예측",202509,96.6990349668627,,,,50.0
PR_EXP_03_13,EXP_03,2018-10-15,Phase 1 (2018~2019),[부읽남] 2018년 Phase 1 (2018~2019) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,"현재 시장은 무주택자는 벼락거지, 집은 살 수 있을 때 무조건 사야 한다 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","화폐가치 하락(인플레이션), 대출 레버리지, 실거주 1채 필수론에 기반한 우상향 지속 예측",201810,74.9603279737506,73.1124430737529,-2.47,0.0,63.3
PR_EXP_03_14,EXP_03,2020-09-20,Phase 2 (2020~2021),[부읽남] 2020년 Phase 2 (2020~2021) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,"현재 시장은 무주택자는 벼락거지, 집은 살 수 있을 때 무조건 사야 한다 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","화폐가치 하락(인플레이션), 대출 레버리지, 실거주 1채 필수론에 기반한 우상향 지속 예측",202009,75.8803065537168,82.1303925083236,8.24,1.0,97.6
PR_EXP_03_15,EXP_03,2022-08-15,Phase 3 (2022),[부읽남] 2022년 Phase 3 (2022) 부동산 전망: 저평가 단지 매수 기회!,서울 핵심지 (강남/마용성),1년 (12M),저평가 단지 매수 기회,0.8,아파트 매매/전세,"현재 시장은 무주택자는 벼락거지, 집은 살 수 있을 때 무조건 사야 한다 관점에서 분석해야 합니다. 저평가 단지 매수 기회 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","화폐가치 하락(인플레이션), 대출 레버리지, 실거주 1채 필수론에 기반한 저평가 단지 매수 기회 예측",202208,84.1680180279309,80.1411762376193,-4.78,0.0,69.3
PR_EXP_03_16,EXP_03,2023-03-20,Phase 4 (2023),[부읽남] 2023년 Phase 4 (2023) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,"현재 시장은 무주택자는 벼락거지, 집은 살 수 있을 때 무조건 사야 한다 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","화폐가치 하락(인플레이션), 대출 레버리지, 실거주 1채 필수론에 기반한 우상향 지속 예측",202303,78.469154068031,80.5341539038908,2.63,1.0,79.6
PR_EXP_03_17,EXP_03,2024-05-10,Phase 5 (2024~2025),[부읽남] 2024년 Phase 5 (2024~2025) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,"현재 시장은 무주택자는 벼락거지, 집은 살 수 있을 때 무조건 사야 한다 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","화폐가치 하락(인플레이션), 대출 레버리지, 실거주 1채 필수론에 기반한 우상향 지속 예측",202405,80.8891670862245,91.3467705450292,12.93,1.0,87.4
PR_EXP_03_18,EXP_03,2025-09-15,Phase 6 (2025~2026),[부읽남] 2025년 Phase 6 (2025~2026) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,"현재 시장은 무주택자는 벼락거지, 집은 살 수 있을 때 무조건 사야 한다 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","화폐가치 하락(인플레이션), 대출 레버리지, 실거주 1채 필수론에 기반한 우상향 지속 예측",202509,96.6990349668627,,,,50.0
PR_EXP_04_19,EXP_04,2018-10-15,Phase 1 (2018~2019),[너나위] 2018년 Phase 1 (2018~2019) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,"현재 시장은 잃지 않는 부동산 투자, 전세가가 받쳐주는 저평가 단지 분산 매수 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","전세가율 및 매매가 갭 분석, 입지 급지별 저평가 단지 전수조사에 기반한 우상향 지속 예측",201810,74.9603279737506,73.1124430737529,-2.47,0.0,63.3
PR_EXP_04_20,EXP_04,2020-09-20,Phase 2 (2020~2021),[너나위] 2020년 Phase 2 (2020~2021) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,"현재 시장은 잃지 않는 부동산 투자, 전세가가 받쳐주는 저평가 단지 분산 매수 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","전세가율 및 매매가 갭 분석, 입지 급지별 저평가 단지 전수조사에 기반한 우상향 지속 예측",202009,75.8803065537168,82.1303925083236,8.24,1.0,97.6
PR_EXP_04_21,EXP_04,2022-08-15,Phase 3 (2022),[너나위] 2022년 Phase 3 (2022) 부동산 전망: 저평가 단지 매수 기회!,서울 핵심지 (강남/마용성),1년 (12M),저평가 단지 매수 기회,0.8,아파트 매매/전세,"현재 시장은 잃지 않는 부동산 투자, 전세가가 받쳐주는 저평가 단지 분산 매수 관점에서 분석해야 합니다. 저평가 단지 매수 기회 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","전세가율 및 매매가 갭 분석, 입지 급지별 저평가 단지 전수조사에 기반한 저평가 단지 매수 기회 예측",202208,84.1680180279309,80.1411762376193,-4.78,0.0,69.3
PR_EXP_04_22,EXP_04,2023-03-20,Phase 4 (2023),[너나위] 2023년 Phase 4 (2023) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,"현재 시장은 잃지 않는 부동산 투자, 전세가가 받쳐주는 저평가 단지 분산 매수 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","전세가율 및 매매가 갭 분석, 입지 급지별 저평가 단지 전수조사에 기반한 우상향 지속 예측",202303,78.469154068031,80.5341539038908,2.63,1.0,79.6
PR_EXP_04_23,EXP_04,2024-05-10,Phase 5 (2024~2025),[너나위] 2024년 Phase 5 (2024~2025) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,"현재 시장은 잃지 않는 부동산 투자, 전세가가 받쳐주는 저평가 단지 분산 매수 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","전세가율 및 매매가 갭 분석, 입지 급지별 저평가 단지 전수조사에 기반한 우상향 지속 예측",202405,80.8891670862245,91.3467705450292,12.93,1.0,87.4
PR_EXP_04_24,EXP_04,2025-09-15,Phase 6 (2025~2026),[너나위] 2025년 Phase 6 (2025~2026) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,"현재 시장은 잃지 않는 부동산 투자, 전세가가 받쳐주는 저평가 단지 분산 매수 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","전세가율 및 매매가 갭 분석, 입지 급지별 저평가 단지 전수조사에 기반한 우상향 지속 예측",202509,96.6990349668627,,,,50.0
PR_EXP_05_25,EXP_05,2018-10-15,Phase 1 (2018~2019),[삼토시] 2018년 Phase 1 (2018~2019) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,현재 시장은 2022년 일시 조정 후 2024~2026년 역사적 공급절벽에 따른 2차 대세상승 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.,"서울/수도권 멸실량 대비 입주물량, 전세가율 사이클, 5~7년 중기 파동에 기반한 우상향 지속 예측",201810,74.9603279737506,73.1124430737529,-2.47,0.0,63.3
PR_EXP_05_26,EXP_05,2020-09-20,Phase 2 (2020~2021),[삼토시] 2020년 Phase 2 (2020~2021) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,현재 시장은 2022년 일시 조정 후 2024~2026년 역사적 공급절벽에 따른 2차 대세상승 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.,"서울/수도권 멸실량 대비 입주물량, 전세가율 사이클, 5~7년 중기 파동에 기반한 우상향 지속 예측",202009,75.8803065537168,82.1303925083236,8.24,1.0,97.6
PR_EXP_05_27,EXP_05,2022-08-15,Phase 3 (2022),[삼토시] 2022년 Phase 3 (2022) 부동산 전망: 저평가 단지 매수 기회!,서울 핵심지 (강남/마용성),1년 (12M),저평가 단지 매수 기회,0.8,아파트 매매/전세,현재 시장은 2022년 일시 조정 후 2024~2026년 역사적 공급절벽에 따른 2차 대세상승 관점에서 분석해야 합니다. 저평가 단지 매수 기회 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.,"서울/수도권 멸실량 대비 입주물량, 전세가율 사이클, 5~7년 중기 파동에 기반한 저평가 단지 매수 기회 예측",202208,84.1680180279309,80.1411762376193,-4.78,0.0,69.3
PR_EXP_05_28,EXP_05,2023-03-20,Phase 4 (2023),[삼토시] 2023년 Phase 4 (2023) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,현재 시장은 2022년 일시 조정 후 2024~2026년 역사적 공급절벽에 따른 2차 대세상승 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.,"서울/수도권 멸실량 대비 입주물량, 전세가율 사이클, 5~7년 중기 파동에 기반한 우상향 지속 예측",202303,78.469154068031,80.5341539038908,2.63,1.0,79.6
PR_EXP_05_29,EXP_05,2024-05-10,Phase 5 (2024~2025),[삼토시] 2024년 Phase 5 (2024~2025) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,현재 시장은 2022년 일시 조정 후 2024~2026년 역사적 공급절벽에 따른 2차 대세상승 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.,"서울/수도권 멸실량 대비 입주물량, 전세가율 사이클, 5~7년 중기 파동에 기반한 우상향 지속 예측",202405,80.8891670862245,91.3467705450292,12.93,1.0,87.4
PR_EXP_05_30,EXP_05,2025-09-15,Phase 6 (2025~2026),[삼토시] 2025년 Phase 6 (2025~2026) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,현재 시장은 2022년 일시 조정 후 2024~2026년 역사적 공급절벽에 따른 2차 대세상승 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.,"서울/수도권 멸실량 대비 입주물량, 전세가율 사이클, 5~7년 중기 파동에 기반한 우상향 지속 예측",202509,96.6990349668627,,,,50.0
PR_EXP_06_31,EXP_06,2018-10-15,Phase 1 (2018~2019),[박원갑 수석위원] 2018년 Phase 1 (2018~2019) 부동산 전망: 통계 팩트 기반 완만한 흐름!,서울 핵심지 (강남/마용성),1년 (12M),통계 팩트 기반 완만한 흐름,0.2,아파트 매매/전세,"현재 시장은 영끌 자제, 금리와 대출 한도가 결정하는 시장, 양극화와 프롭테크 관점에서 분석해야 합니다. 통계 팩트 기반 완만한 흐름 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","금리·대출 규제 스트레스 테스트, 베이비부머 자산 포트폴리오, 시장 심리지수에 기반한 통계 팩트 기반 완만한 흐름 예측",201810,74.9603279737506,73.1124430737529,-2.47,0.0,88.3
PR_EXP_06_32,EXP_06,2020-09-20,Phase 2 (2020~2021),[박원갑 수석위원] 2020년 Phase 2 (2020~2021) 부동산 전망: 통계 팩트 기반 완만한 흐름!,서울 핵심지 (강남/마용성),1년 (12M),통계 팩트 기반 완만한 흐름,0.2,아파트 매매/전세,"현재 시장은 영끌 자제, 금리와 대출 한도가 결정하는 시장, 양극화와 프롭테크 관점에서 분석해야 합니다. 통계 팩트 기반 완만한 흐름 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","금리·대출 규제 스트레스 테스트, 베이비부머 자산 포트폴리오, 시장 심리지수에 기반한 통계 팩트 기반 완만한 흐름 예측",202009,75.8803065537168,82.1303925083236,8.24,0.0,77.5
PR_EXP_06_33,EXP_06,2022-08-15,Phase 3 (2022),[박원갑 수석위원] 2022년 Phase 3 (2022) 부동산 전망: 통계 팩트 기반 완만한 흐름!,서울 및 수도권,1년 (12M),통계 팩트 기반 완만한 흐름,-0.2,아파트 매매/전세,"현재 시장은 영끌 자제, 금리와 대출 한도가 결정하는 시장, 양극화와 프롭테크 관점에서 분석해야 합니다. 통계 팩트 기반 완만한 흐름 흐름이 나타날 것이며 서울 및 수도권을 주목해야 합니다.","금리·대출 규제 스트레스 테스트, 베이비부머 자산 포트폴리오, 시장 심리지수에 기반한 통계 팩트 기반 완만한 흐름 예측",202208,95.17926133151,85.9866690676565,-9.66,0.0,72.9
PR_EXP_06_34,EXP_06,2023-03-20,Phase 4 (2023),[박원갑 수석위원] 2023년 Phase 4 (2023) 부동산 전망: 통계 팩트 기반 완만한 흐름!,서울 핵심지 (강남/마용성),1년 (12M),통계 팩트 기반 완만한 흐름,0.2,아파트 매매/전세,"현재 시장은 영끌 자제, 금리와 대출 한도가 결정하는 시장, 양극화와 프롭테크 관점에서 분석해야 합니다. 통계 팩트 기반 완만한 흐름 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","금리·대출 규제 스트레스 테스트, 베이비부머 자산 포트폴리오, 시장 심리지수에 기반한 통계 팩트 기반 완만한 흐름 예측",202303,78.469154068031,80.5341539038908,2.63,0.0,95.4
PR_EXP_06_35,EXP_06,2024-05-10,Phase 5 (2024~2025),[박원갑 수석위원] 2024년 Phase 5 (2024~2025) 부동산 전망: 통계 팩트 기반 완만한 흐름!,서울 핵심지 (강남/마용성),1년 (12M),통계 팩트 기반 완만한 흐름,0.2,아파트 매매/전세,"현재 시장은 영끌 자제, 금리와 대출 한도가 결정하는 시장, 양극화와 프롭테크 관점에서 분석해야 합니다. 통계 팩트 기반 완만한 흐름 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","금리·대출 규제 스트레스 테스트, 베이비부머 자산 포트폴리오, 시장 심리지수에 기반한 통계 팩트 기반 완만한 흐름 예측",202405,80.8891670862245,91.3467705450292,12.93,0.0,62.5
PR_EXP_06_36,EXP_06,2025-09-15,Phase 6 (2025~2026),[박원갑 수석위원] 2025년 Phase 6 (2025~2026) 부동산 전망: 통계 팩트 기반 완만한 흐름!,서울 핵심지 (강남/마용성),1년 (12M),통계 팩트 기반 완만한 흐름,0.2,아파트 매매/전세,"현재 시장은 영끌 자제, 금리와 대출 한도가 결정하는 시장, 양극화와 프롭테크 관점에서 분석해야 합니다. 통계 팩트 기반 완만한 흐름 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","금리·대출 규제 스트레스 테스트, 베이비부머 자산 포트폴리오, 시장 심리지수에 기반한 통계 팩트 기반 완만한 흐름 예측",202509,96.6990349668627,,,,50.0
PR_EXP_07_37,EXP_07,2018-10-15,Phase 1 (2018~2019),[고종완 원장] 2018년 Phase 1 (2018~2019) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,"현재 시장은 살(Live) 집과 살(Buy) 집의 결합, 성장거점 중심 장기 보유 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","도시계획 공간구조, 용산/강남 마스터플랜, 인구/인프라 결합 성장가치에 기반한 우상향 지속 예측",201810,74.9603279737506,73.1124430737529,-2.47,0.0,63.3
PR_EXP_07_38,EXP_07,2020-09-20,Phase 2 (2020~2021),[고종완 원장] 2020년 Phase 2 (2020~2021) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,"현재 시장은 살(Live) 집과 살(Buy) 집의 결합, 성장거점 중심 장기 보유 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","도시계획 공간구조, 용산/강남 마스터플랜, 인구/인프라 결합 성장가치에 기반한 우상향 지속 예측",202009,75.8803065537168,82.1303925083236,8.24,1.0,97.6
PR_EXP_07_39,EXP_07,2022-08-15,Phase 3 (2022),[고종완 원장] 2022년 Phase 3 (2022) 부동산 전망: 저평가 단지 매수 기회!,서울 핵심지 (강남/마용성),1년 (12M),저평가 단지 매수 기회,0.8,아파트 매매/전세,"현재 시장은 살(Live) 집과 살(Buy) 집의 결합, 성장거점 중심 장기 보유 관점에서 분석해야 합니다. 저평가 단지 매수 기회 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","도시계획 공간구조, 용산/강남 마스터플랜, 인구/인프라 결합 성장가치에 기반한 저평가 단지 매수 기회 예측",202208,84.1680180279309,80.1411762376193,-4.78,0.0,69.3
PR_EXP_07_40,EXP_07,2023-03-20,Phase 4 (2023),[고종완 원장] 2023년 Phase 4 (2023) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,"현재 시장은 살(Live) 집과 살(Buy) 집의 결합, 성장거점 중심 장기 보유 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","도시계획 공간구조, 용산/강남 마스터플랜, 인구/인프라 결합 성장가치에 기반한 우상향 지속 예측",202303,78.469154068031,80.5341539038908,2.63,1.0,79.6
PR_EXP_07_41,EXP_07,2024-05-10,Phase 5 (2024~2025),[고종완 원장] 2024년 Phase 5 (2024~2025) 부동산 전망: 우상향 지속!,서울 핵심지 (강남/마용성),1년 (12M),우상향 지속,1.5,아파트 매매/전세,"현재 시장은 살(Live) 집과 살(Buy) 집의 결합, 성장거점 중심 장기 보유 관점에서 분석해야 합니다. 우상향 지속 흐름이 나타날 것이며 서울 핵심지 (강남/마용성)을 주목해야 합니다.","도시계획 공간구조, 용산/강남 마스터플랜, 인구/인프라 결합 성장가치에 기반한 우상향 지속 예측",202405,80.8891670862245,91.3467705450292,12.93,1.0,87.4
